0.53439,0.00309
1.55218,0.00087
2.19986,0.00028
5.62334,0.00342
6.27103,0.00283
9.02626,0.00513
9.13935,0.25025
9.18561,0.04406
9.23188,0.3056
9.23188,0.20617
9.23188,0.17669
9.27814,0.14722
9.27814,0.11573
9.27814,0.08626
9.27814,0.07018
9.29797,0.4902
9.3244,0.44867
9.3244,0.41986
9.3244,0.38905
9.37066,0.35957
9.37066,0.3435
9.41693,0.75615
9.41693,0.67002
9.41693,0.62954
9.46319,0.60207
9.46319,0.57215
9.48302,0.54267
9.50945,0.52303
9.50945,0.85261
9.55572,0.81777
9.57114,0.79634
9.57114,0.71417
9.60198,1.25946
9.60198,1.19157
9.60198,1.15754
9.60198,1.12056
9.60198,1.09842
9.60198,1.06876
9.60198,1.03929
9.67909,1.00588
9.69451,0.98034
9.69451,0.95086
9.71507,0.92138
9.73416,0.89191
9.78703,1.30947
9.89807,1.35617
9.97209,1.333
10.10427,1.21703
11.17493,1.30955
12.05393,1.27976
12.93293,1.25919
13.95072,1.2398
14.96852,1.22491
15.98631,1.20685
17.0041,1.19439
18.02189,1.18389
19.03968,1.17813
20.05747,1.17031
21.07526,1.15968
22.09305,1.15063
23.11084,1.14378
24.12863,1.13194
25.14642,1.12874
26.16422,1.11324
27.18201,1.12125
28.1998,1.11318
29.21759,1.10645
30.23538,1.10751
31.25317,1.10237
32.27096,1.1055
33.28875,1.10291
34.30654,1.09728
35.32433,1.09847
36.34213,1.09283
37.35992,1.09475
38.37771,1.08899
39.3955,1.09432
40.41329,1.09587
41.43108,1.08646
42.44887,1.08229
43.46666,1.08177
44.48445,1.07833
45.50224,1.08317
46.52003,1.08375
47.53783,1.0769
48.55562,1.0765
49.57341,1.07562
50.5912,1.07754
51.60899,1.07714
52.62678,1.07601
53.64457,1.06283
54.66236,1.06608
55.68015,1.07263
56.69794,1.07674
57.71574,1.06904
58.73353,1.07156
59.75132,1.06483
60.76911,1.07735
61.7869,1.07025
62.80469,1.0673
63.82248,1.06897
64.84027,1.07308
65.85806,1.0694
66.87585,1.06729
67.89365,1.05959
68.91144,1.06869
69.92923,1.07902
70.94702,1.07472
71.96481,1.06775
72.9826,1.06759
74.00039,1.07268
75.01818,1.07326
76.03597,1.06421
77.05376,1.07319
78.07155,1.07012
79.08935,1.06485
80.10714,1.07067
81.12493,1.07636
82.14272,1.06147
83.16051,1.06241
84.1783,1.06275
85.19609,1.0643
86.21388,1.06463
87.23167,1.07045
88.24946,1.07212
89.26726,1.06588
90.28505,1.07035
91.30284,1.07008
92.32063,1.08186
93.33842,1.07148
94.35621,1.07133
95.374,1.06849
96.39179,1.06371
97.40958,1.06758
98.42737,1.06657
99.44516,1.06666
